ts_ms,time_s,source,state,steer_mode,front_cm,left_cm,right_cm,servo_us
262934,12.233,RAW,ULTRASONIC_ONLY,,119.8,79.0,,1500.0
263036,12.335,T,STOP,CRUISE,120.4,78.2,,1500.0
263039,12.338,RAW,ULTRASONIC_ONLY,,120.4,78.2,,1500.0
263142,12.441,T,STOP,CRUISE,112.8,79.5,,1500.0
263145,12.444,RAW,ULTRASONIC_ONLY,,112.8,79.5,,1500.0
263289,12.588,T,STOP,CRUISE,89.1,79.5,,1500.0
263292,12.591,RAW,ULTRASONIC_ONLY,,89.1,79.5,,1500.0
263437,12.736,T,STOP,CRUISE,118.9,78.3,,1500.0
263439,12.738,RAW,ULTRASONIC_ONLY,,118.9,78.3,,1500.0
263549,12.848,T,STOP,CRUISE,87.7,78.6,218.1,1500.0
263552,12.851,RAW,ULTRASONIC_ONLY,,87.7,78.6,218.1,1500.0
263699,12.998,T,STOP,CRUISE,116.0,78.6,,1500.0
263702,13.001,RAW,ULTRASONIC_ONLY,,116.0,78.6,,1500.0
263802,13.101,T,STOP,CRUISE,118.5,78.6,,1500.0
263805,13.104,RAW,ULTRASONIC_ONLY,,118.5,78.6,,1500.0
263930,13.229,T,STOP,CRUISE,116.8,78.9,,1500.0
263933,13.232,RAW,ULTRASONIC_ONLY,,116.8,78.9,,1500.0
264067,13.366,T,STOP,CRUISE,117.8,79.1,,1500.0
264070,13.369,RAW,ULTRASONIC_ONLY,,117.8,79.1,,1500.0
264206,13.505,T,STOP,CRUISE,123.2,78.3,,1500.0
264208,13.507,RAW,ULTRASONIC_ONLY,,123.2,78.3,,1500.0
264308,13.607,T,STOP,CRUISE,120.3,78.6,,1500.0
264311,13.61,RAW,ULTRASONIC_ONLY,,120.3,78.6,,1500.0
264437,13.736,T,STOP,CRUISE,125.3,78.6,,1500.0
264440,13.739,RAW,ULTRASONIC_ONLY,,125.3,78.6,,1500.0
264577,13.876,T,STOP,CRUISE,118.0,78.6,,1500.0
264580,13.879,RAW,ULTRASONIC_ONLY,,118.0,78.6,,1500.0
264683,13.982,T,STOP,CRUISE,115.0,78.7,,1500.0
264686,13.985,RAW,ULTRASONIC_ONLY,,115.0,78.7,,1500.0
264821,14.12,T,STOP,CRUISE,116.9,78.6,,1500.0
264823,14.122,RAW,ULTRASONIC_ONLY,,116.9,78.6,,1500.0
264923,14.222,T,STOP,CRUISE,107.9,78.2,,1500.0
264926,14.225,RAW,ULTRASONIC_ONLY,,107.9,78.2,,1500.0
265025,14.324,T,STOP,CRUISE,121.6,78.4,,1500.0
265028,14.327,RAW,ULTRASONIC_ONLY,,121.6,78.4,,1500.0
265177,14.476,T,STOP,CRUISE,116.9,78.7,,1500.0
265180,14.479,RAW,ULTRASONIC_ONLY,,116.9,78.7,,1500.0
265321,14.62,T,STOP,CRUISE,117.5,79.5,,1500.0
265324,14.623,RAW,ULTRASONIC_ONLY,,117.5,79.5,,1500.0
265461,14.76,T,STOP,CRUISE,237.9,79.9,,1500.0
265464,14.763,RAW,ULTRASONIC_ONLY,,237.9,79.9,,1500.0
265593,14.892,T,STOP,CRUISE,103.5,78.5,,1500.0
265596,14.895,RAW,ULTRASONIC_ONLY,,103.5,78.5,,1500.0
265735,15.034,T,STOP,CRUISE,100.1,78.2,208.1,1500.0
265738,15.037,RAW,ULTRASONIC_ONLY,,100.1,78.2,208.1,1500.0
265838,15.137,T,STOP,CRUISE,106.1,78.2,,1500.0
265841,15.14,RAW,ULTRASONIC_ONLY,,106.1,78.2,,1500.0
265955,15.254,T,STOP,CRUISE,104.4,78.6,,1500.0
265958,15.257,RAW,ULTRASONIC_ONLY,,104.4,78.6,,1500.0
266079,15.378,T,STOP,CRUISE,94.8,11.7,,1500.0
266081,15.38,RAW,ULTRASONIC_ONLY,,94.8,11.7,,1500.0
266183,15.482,T,STOP,CRUISE,86.0,9.6,,1500.0
266185,15.484,RAW,ULTRASONIC_ONLY,,86.0,9.6,,1500.0
266310,15.609,T,STOP,CRUISE,245.6,9.3,,1500.0
266313,15.612,RAW,ULTRASONIC_ONLY,,245.6,9.3,,1500.0
266448,15.747,T,STOP,CRUISE,100.8,5.9,,1500.0
266450,15.749,RAW,ULTRASONIC_ONLY,,100.8,5.9,,1500.0
266587,15.886,T,STOP,CRUISE,104.8,5.6,,1500.0
266589,15.888,RAW,ULTRASONIC_ONLY,,104.8,5.6,,1500.0
266696,15.995,T,STOP,CRUISE,99.0,5.7,,1500.0
266699,15.998,RAW,ULTRASONIC_ONLY,,99.0,5.7,,1500.0
266840,16.139,T,STOP,CRUISE,98.5,5.6,,1500.0
266843,16.142,RAW,ULTRASONIC_ONLY,,98.5,5.6,,1500.0
266972,16.271,T,STOP,CRUISE,94.3,5.6,,1500.0
