ts_ms,time_s,source,state,steer_mode,front_cm,left_cm,right_cm,servo_us
342772,29.422,T,STOP,CRUISE,247.5,58.7,13.8,1500.0
342775,29.425,RAW,ULTRASONIC_ONLY,,247.5,58.7,13.8,1500.0
342899,29.549,T,STOP,CRUISE,247.6,78.0,14.2,1500.0
342903,29.553,RAW,ULTRASONIC_ONLY,,247.6,78.0,14.2,1500.0
343006,29.656,T,STOP,CRUISE,246.6,69.7,14.2,1500.0
343009,29.659,RAW,ULTRASONIC_ONLY,,246.6,69.7,14.2,1500.0
343112,29.762,T,STOP,CRUISE,245.5,55.9,14.2,1500.0
343115,29.765,RAW,ULTRASONIC_ONLY,,245.5,55.9,14.2,1500.0
343219,29.869,T,STOP,CRUISE,247.2,55.9,14.2,1500.0
343222,29.872,RAW,ULTRASONIC_ONLY,,247.2,55.9,14.2,1500.0
343325,29.975,T,STOP,CRUISE,246.1,57.2,13.8,1500.0
343328,29.978,RAW,ULTRASONIC_ONLY,,246.1,57.2,13.8,1500.0
343447,30.097,T,STOP,CRUISE,246.9,79.3,14.2,1500.0
343450,30.1,RAW,ULTRASONIC_ONLY,,246.9,79.3,14.2,1500.0
343573,30.223,T,STOP,CRUISE,245.5,56.3,13.9,1500.0
343576,30.226,RAW,ULTRASONIC_ONLY,,245.5,56.3,13.9,1500.0
343678,30.328,T,STOP,CRUISE,245.9,55.2,14.2,1500.0
343681,30.331,RAW,ULTRASONIC_ONLY,,245.9,55.2,14.2,1500.0
343806,30.456,T,STOP,CRUISE,82.8,57.5,14.2,1500.0
343809,30.459,RAW,ULTRASONIC_ONLY,,82.8,57.5,14.2,1500.0
